title,description,price,pagecount,publisher,writer,artist,coverartist,productcode,upc,color,format
Batman & Superman In Worlds Finest TP Vol 01 the Silver Age,"(W) Alvin Schwartz & Various (A) Curt Swan & Various (CA) Michael Cho Superman and Batman first teamed up in these stories from the Silver Age of comics. In these tales, which feature frequent guest stars Robin, Lois Lane, Commissioner Gordon and Perry White, the two heroes battle crime in the past, present and future, including each other's greatest foes: Lex Luthor and The Joker! Collects stories from SUPERMAN #76 and World's Finest Comics #71-94.",14.49,328.0,DC,Alvin Schwartz,Curt Swan,Michael Cho,DEC160382,9781401268336,Full Color,Softcover
Batman & Robin TP Vol 06 the Hunt for Robin,"(W) Peter J. Tomasi (A) Andy Kubert & Various Batman has finally accepted the death of his son-but Damian's grandfather, Ra's al Ghul, has not! In order to resurrect Robin, he's stolen the body-and now Batman will stop at nothing to reclaim him! Collects BATMAN AND ROBIN #29-34 and ROBIN RISES: OMEGA #1!",9.85,192.0,DC,Peter J. Tomasi,Andy Kubert,Unknown,AUG150262,9781401258009,Full Color,Softcover
Batgirl Vol 08 the Joker War HC,"(W) Cecil Castellucci (A) Various (CA) Joshua Middleton ?The Joker War? targets Barbara, as an era of Batgirl comes to a close! Why is Barbara in the hospital, and what is James Gordon Jr. doing here? After an encounter with The Joker leaves Barbara temporarily disabled, Babs is determined to find the technology she needs, but her journey?s cut short when a redhead-serial killer is on the loose! Will James Jr. prove to be the changed person he claims to be? Plus, Ryan Wilder, The CW?s new Batwoman, makes her comic book debut! Collects Batgirl #45-50.",17.39,,DC,Cecil Castellucci,Various,Joshua Middleton,DEC207085,9781779505828,Full Color,Hardcover
Batgirl TP Vol 05 Deadline (N52),"(W) Gail Simone, Marguerite Bennett (A) Robert Gill & Various (CA) Alex Garner It's a hazardous reunion between Batgirl and the former Court of Owls assassin Strix as they face off against the lethal new threat known as Silver - the man who knows the secret of Gotham City's conspiracy of bats! Collects BATGIRL #27-34, ANNUAL #2 and BATGIRL: FUTURES END #1.",10.43,256.0,DC,Gail Simone,Robert Gill,Alex Garner,FEB150250,9781401255114,Full Color,Softcover
Batman & Robin TP Vol 02 Pearl (N52),"Damian has a long way to go before he'll be accepted into Gotham City's crimefighting family in these stories from BATMAN AND ROBIN #9-14 and 0. How can he live up to the standards that Nightwing, Red Robin and Red Hood set before him? After a battle with the former Robins, can Damian's convictions stand up to a confrontation with The Dark Knight's greatest foe: The Joker?",9.85,176.0,DC,Peter J. Tomasi,"Mick Gray, Lee Garbett, Any Clarke, Others Patrick Gleason",Mick Gray Patrick Gleason,AUG130292,9781401242671,Color,Softcover
Batman #50 Neal Adams DCBS Variant (Connects to Superman #50 Neal Adams DCBS Variant) * Fedex Upgrade,"(W) Scott Snyder (A/CA) Greg Capullo, Danny Miki Batman has returned to Gotham City! In this extra-sized conclusion to Snyder and Capullo's epic story 'Superheavy,' Bruce Wayne returns to the cape and cowl to battle Mr. Bloom alongside Jim Gordon for the fate of the city they both love.",5.99,48.0,DC,Scott Snyder,Greg Capullo,Greg Capullo,JAN168254,761941306407,Color,Softcover
Batgirl TP Vol 03 Summer of Lies Rebirth,"(W) Hope Larson (A) Chris Wildgoose & Various (CA) Dan Mora Batgirl and Nightwing's feelings for each other have always run deep...but is their bond built on more than Bat-Family loyalty and a long-ago childhood crush? When an old villain comes back into Babs' life, she and Dick will have to reopen painful wounds and remember a time they'd hoped would remain forgotten. This is an event no Batgirl or Nightwing fan will want to miss! Collects BATGIRL #12-17.",9.85,144.0,DC,Hope Larson,Chris Wildgoose,Dan Mora,DEC170375,9781401278908,Color,Softcover
Batgirl TP Vol 03 Point Blank,"In these stories from BATGIRL #26-37, Batgirl faces the Joker, who gets the 'Last Laugh' when Cassandra and guest-star Spoiler must also defeat a 'jokerized' Shadow Thief. Then, can Batgirl stop the father of a young boy from making a lethal mistake? And just who are the mysterious agents that are after our heroine?",11.59,280.0,DC,Kelley Puckett,Damion Scott,Damion Scott,OCT160298,9781401265854,Color,Softcover
Batgirl TP Vol 03 Mindfields,"(W) Cameron Stewart, Brendan Fletcher (A) Babs Tarr & Various (CA) Babs Tarr Batgirl's about to lose the greatest weapon in her arsenal...because her mind is failing her! Are her ragtag group of allies ready to pick up the slack? And while Batgirl is down, it's Black Canary to the rescue to discover the identity of a malevolent mastermind menacing Burnside! Don't miss these stories from BATGIRL #46-52.",9.85,200.0,DC,Cameron Stewart,Babs Tarr,Babs Tarr,MAY160302,9781401262693,Full Color,Softcover
Batgirl TP Vol 02 Knightfall Descends (N52),"In these tales from issues #0 and 7-13, Barbara Gordon faces the gentleman killer Grotesque. Plus: The Court of Owls sets its sights on Commissioner Gordon; and a woman sentenced to Arkham Asylum emerges more dangerous than the inmates she was locked up with.",9.85,176.0,DC,Gail Simone,Ed Benes Ardian Syaf,Vicente Cifuentes Ardian Syaf,JUL130236,9781401238179,Color,Softcover
Batman & Harley Quinn HC,"(W) Ty Templeton (A) Rick Burchett (CA) Ty Templeton Ty Templeton and Rick Burchett reunite for a story that serves as a sequel to the Batman and Harley Quinn animated film! Harley Quinn is a legend in her own mind, so when she realizes The Joker thinks of her as more of a sidekick, she takes her revenge! But before Batman can swoop in and cart her off to Arkham Asylum, her pal Poison Ivy rescues her! But if the only way to get rid of her sidekick status is to strike out on her own, will Harley be willing to try it? And does that mean...joining Batman? Collects BATMAN AND HARLEY QUINN digital chapters #1-12.",14.49,136.0,DC,Ty Templeton,Rick Burchett,Ty Templeton,DEC170385,9781401279578,Color,Hardcover
Batgirl TP Vol 07 Oracle Rising,"(W) Cecil Castellucci (A/CA) Carmine Di Giandomenico Eager to prove himself as a guardian for the criminals of Gotham City, Killer Moth has set his sights on taking out one of Gotham's finest heroes...Batgirl! But Lex Luthor has already beaten him to it-he's brought Oracle back online. Oracle makes her move to confront the creator who abandoned her...Batgirl! With Oracle calling the shots in Burnside, Batgirl must figure out how to survive her nightmare opponent. Collects Batgirl #37-44.",11.59,192.0,DC,Cecil Castellucci,Carmine Di Giandomenico,Carmine Di Giandomenico,MAR200614,9781779502469,Full Color,Softcover
Batgirl TP Vol 02 Family Business,"(W) Cameron Stewart, Brendan Fletcher (A) Babs Tarr (CA) Cameron Stewart There's a new Batman in town-and that's bad news for Barbara Gordon! She's already got enough upheaval in her life, with her roommate Frankie now in on her biggest secret. And what happens when Livewire joins the fight with the intention of taking out both Batgirl and the mysterious new Batman? It's all here, from the pages of BATGIRL #41-45, ANNUAL #3, and the Sneak Peek story from CONVERGENCE: INFINITY INC. #2.",9.85,168.0,DC,Cameron Stewart,Babs Tarr,Cameron Stewart,NOV150268,9781401259662,Full Color,Softcover
Batgirl TP Vol 04 Wanted (N52),"(W) Gail Simone (A) Daniel Sampere & Various (CA) Alex Garner In these tales from BATGIRL #20-26 and BATMAN: THE DARK KNIGHT #23.1: VENTRILOQUIST, Batgirl struggles to continue fighting crime after the death of her brother, James, Jr. With her relationships with both Batman and her father strained, Batgirl must face one of Batman's most ruthless villains: The Ventriloquist.",9.85,192.0,DC,Gail Simone,Daniel Sampere,Alex Garner,SEP140305,9781401250409,Full Color,Softcover
Batgirl A Celebration of 50 Years HC,"(W) Gardner Fox & Various (A) Carmine Infantino & Various (CA) Marcos Martin Some of Batgirl's greatest adventures are collected in this new hardcover! Using her brain to outsmart her opponents, Batgirl stands strong against her enemies. Whether working with a team or venturing out on her own, Batgirl's adaptability to situations makes her one of the most versatile and popular characters in the DC Universe.",23.19,384.0,DC,Gardner Fox,Carmine Infantino,Marcos Martin,NOV160322,9781401268169,Full Color,Hardcover
Batgirl TP Vol 01 the Darkest Reflection (N52),The hit DC COMICS - THE NEW 52 series that brought BARBARA GORDON back as Batgirl is collected in trade paperback! Collects the new BATGIRL #1-6!,8.69,144.0,DC,Gail Simone,Vicente Cifentes Ardian Syaf,Adam Hughes,NOV120261,9781401238148,Color,Softcover
Batgirl TP Vol 01 the Batgirl of Burnside (N52),"(W) Cameron Stewart, Brendan Fletcher (A) Babs Tarr (CA) Cameron Stewart Barbara Gordon is no stranger to dusting herself off when disaster strikes, so when a fire destroys everything she owns, she spots the opportunity for a new lease on life - and seizes it! Following the rest of Gotham City's young adults to the hip border district of Burnside, Barbara sets about building an all-new Batgirl?and discovers new threats preying on her peers! As the new hero of Burnside, Batgirl gets started by facing twin sister assassins on motorcycles! Collects BATGIRL #35-40.",8.69,176.0,DC,Cameron Stewart,Babs Tarr,Cameron Stewart,DEC148636,9781401257989,Full Color,Softcover
Batgirl TP Vol 01 Beyond Burnside (Rebirth),"(W) Hope Larson (A/CA) Rafael Albuquerque In order to up her game after the events of the Battle of Burnside, Babs travels to Japan on a quest to train with one of her all time heroes. But when a chance meeting with an old friend puts a target on her back, Batgirl may need to use her new skills (and rack up a few more stamps in her passport) to solve a deadly mystery. Collects BATGIRL #1-6.",9.85,152.0,DC,Hope Larson,Rafael Albuquerque,Rafael Albuquerque,DEC160370,9781401268404,Color,Softcover
Batgirl Returns Omnibus HC,"(W) Gail Simone, Various (A) Various (CA) Adam Hughes At last, DC collects the entire run of Batgirl adventures from the New 52 written by best-selling author Gail Simone! In these stories, Barbara Gordon has regained the ability to walk?but as a crime-fighter she must prove herself to Batman and the other heroes of Gotham City all over again! Along the way, she?ll have to face the threat of the ruthless vigilante known as Knightfall, stop her own brother, James Gordon Jr., from wreaking havoc on the city as the Joker-inspired Killer Clown, and much more. Collects Batgirl #0-34, Batgirl Annual #1 and 2, Batgirl: Futures End #1, and more!",57.99,,DC,Various Gail Simone,Various,Adam Hughes,OCT207126,9781779507198,Full Color,Hardcover
Batgirl & the Birds of Prey TP Vol 01 Who Is Oracle (Rebirth,"(W) Julie Benson, Shawna Benson (A) Claire Roe, Roge Antonia (CA) Yanick Paquette In these tales from BATGIRL AND THE BIRDS OF PREY #1-6 and REBIRTH #1, a mysterious new criminal operative called Oracle has declared war on Gotham City! Barbara Gordon, a.k.a. Batgirl-and a.k.a. super-cyber hero Oracle-in a previous guise, takes exception to someone smearing her legacy. Can she count on Black Canary and the volatile Huntress to help her get to the bottom of this mystery?",9.85,176.0,DC,Julie Benson,Claire Roe,Yanick Paquette,JAN170377,9781401268671,Color,Softcover
Basketful of Heads HC (MR),"(W) Joe Hill (A) Leomacs (CA) Reiko Murakami Joe Hill, the horror mastermind behind NOS4A2 and Locke & Key, arrives at DC with the twisted tale of June Branch?trapped with four cunning criminals who have snatched her boyfriend for deranged reasons of their own. Now she must fight for her life with the help of an impossible 8th-century Viking axe that can pass through a man?s neck in a single swipe?and leave the severed head still conscious and capable of supernatural speech. Each disembodied head has a malevolent story of its own to tell, and it isn?t long before June finds herself in a desperate struggle to hack through their lies and manipulations...racing to save the man she loves before time runs out. But is June Branch a woman fighting for her life?or a deranged axe murderer with a basketful of paranoid fantasies? The truth is even more horrifying than a basketful of heads. Collects Basketful of Heads #1-7.",14.49,,DC,Joe Hill,Leomacs,Reiko Murakami,JUL207132,9781779502971,Full Color,Hardcover
Batman By Azzarello & Risso Deluxe Ed HC,"(W) Brian Azzarello (A/CA) Eduardo Risso This deluxe edition hardcover from the award-winning team of writer Brian Azzarello and artist Eduardo Risso collects the six-issue Batman epic 'Broken City,' an examination of the Dark Knight and the city he protects. While hunting the murderer of a small boy's parents, Batman is caught up in his own investigation and ruminations, only to fall prey to a deadly new pair of killers who have been stalking him. Collects BATMAN #620-625, FLASHPOINT: BATMAN-KNIGHT OF VENGEANCE #1-3 and stories from WEDNESDAY COMICS #1-12 and BATMAN: GOTHAM KNIGHTS #8.",23.19,240.0,DC,Brian Azzarello,Eduardo Risso,Eduardo Risso,FEB170302,9781401271015,Color,Hardcover
Batman Damned HC (MR),"(W) Brian Azzarello (A/CA) Lee Bermejo The first new series from DC Black Label is collected in a spectacular new hardcover! The Joker is dead. There is no doubt about that. But whether Batman finally snapped his scrawny neck or some other sinister force in Gotham City did the deed is still a mystery. Problem is, Batman can't remember… and the more he digs into this labyrinthian case, the more his mind starts to doubt everything he's uncovering. So who better to set him straight than… John Constantine? Problem with that is as much as John loves a good mystery, he loves messing with people's heads even more. So with John's 'help,' the pair will delve into the sordid underbelly of Gotham as they race toward the mind-blowing truth of who murdered The Joker. BATMAN: DAMNED is a supernatural horror story told by two of comics' greatest modern creators-a visceral thrill-ride that proudly puts the 'black' in BLACK LABEL. This new collection includes a sketch gallery and other bonus features.",17.39,176.0,DC,Brian Azzarello,Lee Bermejo,Lee Bermejo,MAR190571,9781401291402,Color,Hardcover
